关键词,投放实例数,方案数,推广单元数,方案ID列表,推广单元ID列表,总消费额,总点击量,总浏览量,CPC有效正值数,CPC最小正值,CPC中位数,CPC最大值,CPC最大最小比,点击量最小值,点击量中位数,点击量最大值,点击量极差,浏览深度有效正值数,浏览深度最小正值,浏览深度中位数,浏览深度最大值,浏览深度最大最小比,跳出率最小值,跳出率中位数,跳出率最大值,平均访问时长最小值_秒,平均访问时长中位数_秒,平均访问时长最大值_秒,组内最大倍率,差异排序依据
5306,2,2,2,495403620；525368335,9628223555；9811363528,13.59,17,10,1,0.799411764706,0.799411764706,0.799411764706,,0,8.5,17,17,1,0.588235294118,0.588235294118,0.588235294118,,0.8889,0.8889,0.8889,66,66,66,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5701,2,1,2,63563817,1841014603；4190988310,25.42,17,18,1,1.49529411765,1.49529411765,1.49529411765,,0,8.5,17,17,1,1.05882352941,1.05882352941,1.05882352941,,0.7857,0.7857,0.7857,191,191,191,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
859,2,2,2,495403620；495817671,9628223555；9630806627,32.11,16,41,1,2.006875,2.006875,2.006875,,0,8,16,16,1,2.5625,2.5625,2.5625,,0.6364,0.6364,0.6364,626,626,626,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
874,2,2,2,495403620；525368335,9628223555；9811363528,16.71,15,34,1,1.114,1.114,1.114,,0,7.5,15,15,1,2.26666666667,2.26666666667,2.26666666667,,0.7692,0.7692,0.7692,140,140,140,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3964,2,2,2,495817671；525368335,9630806627；9811363528,15.17,14,36,1,1.08357142857,1.08357142857,1.08357142857,,0,7,14,14,1,2.57142857143,2.57142857143,2.57142857143,,0.6,0.6,0.6,197,197,197,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
217,2,2,2,495403620；525368335,9628223555；9811363528,27.42,13,10,1,2.10923076923,2.10923076923,2.10923076923,,0,6.5,13,13,1,0.769230769231,0.769230769231,0.769230769231,,0.8333,0.8333,0.8333,73,73,73,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3949,2,2,2,495403620；525368335,9628223555；9811363528,13.87,13,6,1,1.06692307692,1.06692307692,1.06692307692,,0,6.5,13,13,1,0.461538461538,0.461538461538,0.461538461538,,1,1,1,124,124,124,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1649,2,2,2,495817671；525368335,9630806627；9811363528,12.97,12,31,1,1.08083333333,1.08083333333,1.08083333333,,0,6,12,12,1,2.58333333333,2.58333333333,2.58333333333,,0.6,0.6,0.6,160,160,160,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2,2,2,2,495403620；525368335,9628223555；9811363528,14.89,12,9,1,1.24083333333,1.24083333333,1.24083333333,,0,6,12,12,1,0.75,0.75,0.75,,0.8333,0.8333,0.8333,86,86,86,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3481,2,2,2,495403620；525368335,9628223555；9811363528,8.14,12,63,1,0.678333333333,0.678333333333,0.678333333333,,0,6,12,12,1,5.16666666667,5.16666666667,5.16666666667,,0.4,0.4,0.4,474,474,474,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4854,2,2,2,495403620；495817671,9628223555；9630806627,7.17,12,10,1,0.5975,0.5975,0.5975,,0,6,12,12,1,0.833333333333,0.833333333333,0.833333333333,,1,1,1,58,58,58,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5126,2,2,2,495403620；495817671,9628223555；9630806627,10.69,12,8,1,0.890833333333,0.890833333333,0.890833333333,,0,6,12,12,1,0.666666666667,0.666666666667,0.666666666667,,1,1,1,21,21,21,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3106,2,1,2,63563817,1841014603；4190988310,18.29,11,18,1,1.66272727273,1.66272727273,1.66272727273,,0,5.5,11,11,1,1.63636363636,1.63636363636,1.63636363636,,0.7273,0.7273,0.7273,78,78,78,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3305,2,2,2,495817671；525368335,9630806627；9811363528,10.73,11,11,1,0.975454545455,0.975454545455,0.975454545455,,0,5.5,11,11,1,1,1,1,,0.75,0.75,0.75,32,32,32,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1235,2,2,2,495403620；525368335,9628223555；9811363528,10.08,10,27,1,1.008,1.008,1.008,,0,5,10,10,1,2.7,2.7,2.7,,0.6,0.6,0.6,119,119,119,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2176,2,2,2,495403620；495817671,9628223555；9630806627,17.75,10,27,1,1.775,1.775,1.775,,0,5,10,10,1,2.7,2.7,2.7,,0.6667,0.6667,0.6667,376,376,376,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4195,2,1,2,63563817,1841014603；4190988309,25.1,10,11,1,2.51,2.51,2.51,,0,5,10,10,1,1.1,1.1,1.1,,1,1,1,57,57,57,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2775,2,2,2,495403620；525368335,9628223555；9811363528,10.21,9,9,1,1.13444444444,1.13444444444,1.13444444444,,0,4.5,9,9,1,1,1,1,,0.8333,0.8333,0.8333,64,64,64,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6343,2,2,2,495403620；525368335,9628223555；9811363528,40.22,9,35,1,4.46888888889,4.46888888889,4.46888888889,,0,4.5,9,9,1,3.88888888889,3.88888888889,3.88888888889,,0.5,0.5,0.5,214,214,214,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
391,2,2,2,495403620；495817671,9628223555；9630806627,11.9,8,13,1,1.4875,1.4875,1.4875,,0,4,8,8,1,1.625,1.625,1.625,,0.6667,0.6667,0.6667,245,245,245,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5862,2,2,2,495403620；495817671,9628223555；9630806627,5.94,8,5,1,0.7425,0.7425,0.7425,,0,4,8,8,1,0.625,0.625,0.625,,1,1,1,33,33,33,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
609,2,2,2,495403620；525368335,9628223555；9811363528,7.94,8,14,1,0.9925,0.9925,0.9925,,0,4,8,8,1,1.75,1.75,1.75,,0.5,0.5,0.5,238,238,238,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
752,2,2,2,495403620；525368335,9628223555；9811363528,5.46,8,7,1,0.6825,0.6825,0.6825,,0,4,8,8,1,0.875,0.875,0.875,,1,1,1,74,74,74,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
848,2,2,2,495817671；525368335,9630806627；9811363528,8.34,8,27,1,1.0425,1.0425,1.0425,,0,4,8,8,1,3.375,3.375,3.375,,0.5714,0.5714,0.5714,254,254,254,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1517,2,1,2,63563817,1841014603；4190988310,9.07,7,7,1,1.29571428571,1.29571428571,1.29571428571,,0,3.5,7,7,1,1,1,1,,0.8333,0.8333,0.8333,11,11,11,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2570,2,1,2,63563817,1841014603；4190988310,10.34,7,27,1,1.47714285714,1.47714285714,1.47714285714,,0,3.5,7,7,1,3.85714285714,3.85714285714,3.85714285714,,0.5,0.5,0.5,54,54,54,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3659,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,5.77,7,6,1,0.824285714286,0.824285714286,0.824285714286,,0,0,7,7,1,0.857142857143,0.857142857143,0.857142857143,,1,1,1,184,184,184,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3991,2,2,2,495403620；525368335,9628223555；9811363528,10.09,7,9,1,1.44142857143,1.44142857143,1.44142857143,,0,3.5,7,7,1,1.28571428571,1.28571428571,1.28571428571,,0.6,0.6,0.6,38,38,38,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
62,2,2,2,495403620；525368335,9628223555；9811363528,5.88,7,10,1,0.84,0.84,0.84,,0,3.5,7,7,1,1.42857142857,1.42857142857,1.42857142857,,0.8333,0.8333,0.8333,372,372,372,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6436,2,2,2,495817671；525368335,9630806627；9811363528,9.62,7,6,1,1.37428571429,1.37428571429,1.37428571429,,0,3.5,7,7,1,0.857142857143,0.857142857143,0.857142857143,,1,1,1,52,52,52,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2127,2,2,2,495403620；525368335,9628223555；9811363528,16,6,7,1,2.66666666667,2.66666666667,2.66666666667,,0,3,6,6,1,1.16666666667,1.16666666667,1.16666666667,,0.8333,0.8333,0.8333,7,7,7,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3924,2,2,2,495403620；525368335,9628223555；9811363528,4.53,6,21,1,0.755,0.755,0.755,,0,3,6,6,1,3.5,3.5,3.5,,0.5,0.5,0.5,246,246,246,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
57,2,2,2,495403620；525368335,9628223555；9811363528,5.02,6,2,1,0.836666666667,0.836666666667,0.836666666667,,0,3,6,6,1,0.333333333333,0.333333333333,0.333333333333,,1,1,1,2,2,2,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4613,2,2,2,495403620；495817671,9628223555；9630806627,5.38,5,3,1,1.076,1.076,1.076,,0,2.5,5,5,1,0.6,0.6,0.6,,1,1,1,80,80,80,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5111,2,2,2,495403620；525368335,9628223555；9811363528,4.1,5,24,1,0.82,0.82,0.82,,0,2.5,5,5,1,4.8,4.8,4.8,,0.6,0.6,0.6,263,263,263,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5655,2,2,2,495403620；495817671,9628223555；9630806627,3.04,5,4,1,0.608,0.608,0.608,,0,2.5,5,5,1,0.8,0.8,0.8,,1,1,1,63,63,63,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6039,2,2,2,495403620；525368335,9628223555；9811363528,2.31,5,3,1,0.462,0.462,0.462,,0,2.5,5,5,1,0.6,0.6,0.6,,1,1,1,6,6,6,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2294,2,1,2,63563817,1841014603；4190988310,6.61,4,4,1,1.6525,1.6525,1.6525,,0,2,4,4,1,1,1,1,,1,1,1,15,15,15,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2424,2,2,2,495403620；525368335,9628223555；9811363528,6.26,4,3,1,1.565,1.565,1.565,,0,2,4,4,1,0.75,0.75,0.75,,1,1,1,1,1,1,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4422,2,2,2,495403620；525368335,9628223555；9811363528,5.1,4,31,1,1.275,1.275,1.275,,0,2,4,4,1,7.75,7.75,7.75,,0.6,0.6,0.6,1425,1425,1425,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5163,2,2,2,495403620；525368335,9628223555；9811363528,2.85,4,3,1,0.7125,0.7125,0.7125,,0,2,4,4,1,0.75,0.75,0.75,,1,1,1,3,3,3,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5812,2,1,2,63563817,1841014603；4190988310,5.56,4,6,1,1.39,1.39,1.39,,0,2,4,4,1,1.5,1.5,1.5,,0.75,0.75,0.75,192,192,192,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6210,2,2,2,495403620；495817671,9628223555；9630806627,1.06,4,3,1,0.265,0.265,0.265,,0,2,4,4,1,0.75,0.75,0.75,,1,1,1,41,41,41,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
652,2,2,2,495403620；525368335,9628223555；9811363528,2.01,4,7,1,0.5025,0.5025,0.5025,,0,2,4,4,1,1.75,1.75,1.75,,0.5,0.5,0.5,63,63,63,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
190,2,2,2,495403620；525368335,9628223555；9811363528,4.14,3,2,1,1.38,1.38,1.38,,0,1.5,3,3,1,0.666666666667,0.666666666667,0.666666666667,,1,1,1,21,21,21,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
432,2,2,2,495403620；525368335,9628223555；9811363528,2.08,3,0,1,0.693333333333,0.693333333333,0.693333333333,,0,1.5,3,3,0,,0,0,,0,0,0,0,0,0,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4717,2,2,2,495403620；525368335,9628223555；9811363528,1.77,3,3,1,0.59,0.59,0.59,,0,1.5,3,3,1,1,1,1,,1,1,1,15,15,15,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4868,2,1,2,63563817,1841014603；4190988310,6.19,3,3,1,2.06333333333,2.06333333333,2.06333333333,,0,1.5,3,3,1,1,1,1,,1,1,1,191,191,191,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
560,2,2,2,495817671；525368335,9630806627；9811363528,1.56,3,5,1,0.52,0.52,0.52,,0,1.5,3,3,1,1.66666666667,1.66666666667,1.66666666667,,0,0,0,239,239,239,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5831,2,2,2,495817671；525368335,9630806627；9811363528,52.79,3,19,1,17.5966666667,17.5966666667,17.5966666667,,0,1.5,3,3,1,6.33333333333,6.33333333333,6.33333333333,,0.3333,0.3333,0.3333,517,517,517,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
108,2,2,2,495817671；525368335,9630806627；9811363528,2.28,2,3,1,1.14,1.14,1.14,,0,1,2,2,1,1.5,1.5,1.5,,0.5,0.5,0.5,6,6,6,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2267,2,2,2,495817671；525368335,9630806627；9811363528,1.45,2,5,1,0.725,0.725,0.725,,0,1,2,2,1,2.5,2.5,2.5,,0.5,0.5,0.5,128,128,128,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2738,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,2.73,2,2,1,1.365,1.365,1.365,,0,0,2,2,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
303,2,2,2,495403620；525368335,9628223555；9811363528,1.3,2,2,1,0.65,0.65,0.65,,0,1,2,2,1,1,1,1,,1,1,1,62,62,62,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4001,2,2,2,495403620；495817671,9628223555；9630806627,1.61,2,2,1,0.805,0.805,0.805,,0,1,2,2,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5199,2,2,2,495403620；495817671,9628223555；9630806627,2.75,2,3,1,1.375,1.375,1.375,,0,1,2,2,1,1.5,1.5,1.5,,0.5,0.5,0.5,4,4,4,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
561,2,2,2,495817671；525368335,9630806627；9811363528,1.12,2,2,1,0.56,0.56,0.56,,0,1,2,2,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6207,2,1,2,63563817,2526158329；4190988309,2.68,2,3,1,1.34,1.34,1.34,,0,1,2,2,1,1.5,1.5,1.5,,0,0,0,19,19,19,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1475,2,2,2,495403620；525368335,9628223555；9811363528,0.64,1,1,1,0.64,0.64,0.64,,0,0.5,1,1,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1583,2,1,2,63563817,1841014603；4190988310,0.48,1,1,1,0.48,0.48,0.48,,0,0.5,1,1,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1647,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,1.1,1,0,1,1.1,1.1,1.1,,0,0,1,1,0,,0,0,,0,0,0,0,0,0,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1921,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,1.63,1,1,1,1.63,1.63,1.63,,0,0,1,1,1,1,1,1,,1,1,1,22,22,22,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2370,2,2,2,495403620；495817671,9628223555；9630806627,1.26,1,1,1,1.26,1.26,1.26,,0,0.5,1,1,1,1,1,1,,1,1,1,3,3,3,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2980,2,1,2,63563817,1841014603；4190988310,1.88,1,1,1,1.88,1.88,1.88,,0,0.5,1,1,1,1,1,1,,1,1,1,1,1,1,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3505,2,2,2,495817671；525368335,9630806627；9811363528,0.5,1,1,1,0.5,0.5,0.5,,0,0.5,1,1,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3951,2,2,2,495403620；525368335,9628223555；9811363528,4.31,1,0,1,4.31,4.31,4.31,,0,0.5,1,1,0,,0,0,,0,0,0,0,0,0,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4541,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,1.13,1,1,1,1.13,1.13,1.13,,0,0,1,1,1,1,1,1,,1,1,1,41,41,41,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
528,2,2,2,495403620；525368335,9628223555；9811363528,1.27,1,0,1,1.27,1.27,1.27,,0,0.5,1,1,0,,0,0,,0,0,0,0,0,0,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
55,2,2,2,495403620；525368335,9628223555；9811363528,0.9,1,1,1,0.9,0.9,0.9,,0,0.5,1,1,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5801,3,1,3,63563817,1841014603；4190988309；4190988310,0.5,1,2,1,0.5,0.5,0.5,,0,0,1,1,1,2,2,2,,0,0,0,32,32,32,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6082,3,1,3,63563817,1841014603；4190988309；4190988310,1.85,1,1,1,1.85,1.85,1.85,,0,0,1,1,1,1,1,1,,1,1,1,12,12,12,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6173,2,2,2,495403620；525368335,9628223555；9811363528,1.4,1,1,1,1.4,1.4,1.4,,0,0.5,1,1,1,1,1,1,,1,1,1,46,46,46,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6364,2,1,2,63563817,1841014603；4190988310,0.9,1,1,1,0.9,0.9,0.9,,0,0.5,1,1,1,1,1,1,,1,1,1,7,7,7,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6604,2,1,2,63563817,2526158329；4190988310,1.8,1,2,1,1.8,1.8,1.8,,0,0.5,1,1,1,2,2,2,,0,0,0,9,9,9,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
677,2,2,2,495817671；525368335,9630806627；9811363528,1.39,1,1,1,1.39,1.39,1.39,,0,0.5,1,1,1,1,1,1,,1,1,1,120,120,120,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1225,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1277,3,1,3,63563817,1841014603；2526158329；4190988309,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
155,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1621,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
1702,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2072,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
231,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2322,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2373,3,1,3,63563817,1841014603；2526158329；4190988309,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2384,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2425,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2441,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2678,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2703,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
2789,3,1,3,63563817,1841014603；4190988309；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3060,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3195,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3275,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3485,2,1,2,63563817,1841014603；4190988309,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3566,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3579,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
3840,2,1,2,63563817,1841014603；4190988309,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4020,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4043,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4447,2,2,2,495817671；525368335,9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4463,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
4545,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5038,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5259,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5393,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
546,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5672,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5683,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5849,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5910,2,1,2,63563817,2526158329；4190988309,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5917,2,2,2,495403620；495817671,9628223555；9630806627,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
5973,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6177,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6299,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
6451,2,2,2,495403620；525368335,9628223555；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
763,3,3,3,495403620；495817671；525368335,9628223555；9630806627；9811363528,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
867,2,1,2,63563817,1841014603；4190988310,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,"max(CPC最大最小比,浏览深度最大最小比)；仅使用至少2个正值"
