序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,CPC,浏览深度,跳出率,非跳出率,平均访问时长_秒,消费额_标准化,CPC_标准化,点击量_标准化,浏览深度_标准化,非跳出率_标准化,平均访问时长_标准化,CostScore,BenefitScore,成本高低,效益高低,最终类别,zero_effect,anomaly_flag,anomaly_reasons,常规评分可用,成本阈值距离,效益阈值距离,成本边界敏感,效益边界敏感,boundary_sensitive,等权CostScore,等权BenefitScore,等权最终类别,中位数最终类别,分类处理说明
1145,6180,500635396,9657930100,1896.27,400,1364,4.740675,3.41,0.4804,0.5196,337,0.946107784431,0.959580838323,0.927395209581,0.87125748503,0.843188622754,0.889595808383,0.952844308215,0.883862512616,高,高,重点词,False,False,,True,0.456385607261,0.39259497161,False,False,False,0.952844311377,0.882859281437,重点词,重点词,常规CRITIC+一维KMeans
1146,6271,500635396,9657930100,17.47,11,9,1.58818181818,0.818181818182,1,0,53,0.634730538922,0.77619760479,0.567739520958,0.235404191617,0.171407185629,0.339446107784,0.70546403865,0.337035667405,高,低,问题词,False,False,,True,0.209005337696,0.154231873602,False,False,False,0.705464071856,0.328499251497,问题词,问题词,常规CRITIC+一维KMeans
1147,6434,500635396,9657930100,89.74,49,76,1.83142857143,1.55102040816,0.7619,0.2381,68,0.823353293413,0.843562874251,0.815868263473,0.64371257485,0.567739520958,0.420284431138,0.833458079089,0.624275914003,高,高,重点词,False,False,,True,0.336999378135,0.133008372996,False,False,False,0.833458083832,0.611901197605,重点词,重点词,常规CRITIC+一维KMeans
1148,6452,500635396,9657930100,5.59,5,4,1.118,0.8,1,0,33,0.425149700599,0.509730538922,0.400449101796,0.225299401198,0.171407185629,0.253368263473,0.467440099907,0.26751284507,低,低,潜力词,False,False,,True,0.0290186010469,0.223754695937,False,False,False,0.46744011976,0.262630988024,潜力词,潜力词,常规CRITIC+一维KMeans
1149,6660,500635396,9657930100,4349.38,2727,5333,1.59493215988,1.95562889622,0.7072,0.2928,181,0.970808383234,0.779191616766,0.970808383234,0.726796407186,0.645209580838,0.741766467066,0.875000044978,0.778571843706,高,高,重点词,False,False,,True,0.378541344025,0.287304302699,False,False,False,0.875,0.771145209581,重点词,重点词,常规CRITIC+一维KMeans
1150,373,500635396,9700005700,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1151,389,500635396,9700005700,6387.87,4897,24764,1.30444557893,5.05697365734,0.7273,0.2727,68,0.976047904192,0.62874251497,0.979041916168,0.931886227545,0.621631736527,0.420284431138,0.802395291104,0.749241693617,高,高,重点词,False,False,,True,0.305936590151,0.257974152611,False,False,False,0.802395209581,0.738211077844,重点词,重点词,常规CRITIC+一维KMeans
1152,416,500635396,9700005700,2417.24,1207,507,2.00268434134,0.420049710025,0.6579,0.3421,186,0.954341317365,0.872754491018,0.955089820359,0.0883233532934,0.709580838323,0.747754491018,0.913547923343,0.653791591371,高,高,重点词,False,False,,True,0.417089222389,0.162524050364,False,False,False,0.913547904192,0.625187125749,重点词,重点词,常规CRITIC+一维KMeans
1153,459,500635396,9700005700,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1154,1191,500635396,9700005700,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1155,1800,500635396,9700005700,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1156,1900,500635396,9700005700,0.8,1,1,0.8,1,1,0,13,0.0714820359281,0.248877245509,0.0815868263473,0.40119760479,0.171407185629,0.183008982036,0.160179599078,0.197927040517,低,低,潜力词,False,False,,True,0.336279101875,0.29334050049,False,False,False,0.160179640719,0.209300149701,潜力词,潜力词,常规CRITIC+一维KMeans
1157,3020,500635396,9700005700,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1158,3371,500635396,9700005700,4326.98,2145,3643,2.01724009324,1.69836829837,0.6543,0.3457,61,0.97005988024,0.875,0.963323353293,0.669161676647,0.710329341317,0.377994011976,0.922529962433,0.702514510432,高,高,重点词,False,False,,True,0.42607126148,0.211246969426,False,False,False,0.92252994012,0.680202095808,重点词,重点词,常规CRITIC+一维KMeans
1159,3785,500635396,9700005700,11.91,7,5,1.70142857143,0.714285714286,1,0,9,0.565868263473,0.812125748503,0.47380239521,0.180763473054,0.171407185629,0.163547904192,0.688996948184,0.259564529907,高,低,问题词,False,False,,True,0.19253824723,0.231703011099,False,False,False,0.688997005988,0.247380239521,问题词,问题词,常规CRITIC+一维KMeans
1160,3897,500635396,9700005700,12164.19,1125,364,10.8126133333,0.323555555556,0.7423,0.2577,257,0.982784431138,0.99251497006,0.953592814371,0.0718562874251,0.612275449102,0.835329341317,0.987649698315,0.642165257128,高,高,重点词,False,False,,True,0.491190997361,0.150897716122,False,False,False,0.987649700599,0.618263473054,重点词,重点词,常规CRITIC+一维KMeans
1161,4956,500635396,9700005700,0.65,1,0,0.65,0,0,1,0,0.0561377245509,0.15119760479,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.103667642357,0.297623280957,低,低,潜力词,False,False,,True,0.392791058596,0.193644260049,False,False,False,0.103667664671,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
1162,5120,500635396,9700005700,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1163,5248,500635396,9700005700,1.81,1,1,1.81,1,1,0,120,0.200224550898,0.836077844311,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.51815104835,0.292076747393,高,低,问题词,False,False,,True,0.0216923473966,0.199190793613,False,False,False,0.518151197605,0.317458832335,问题词,问题词,常规CRITIC+一维KMeans
1164,5453,500635396,9700005700,1623,2785,3265,0.58276481149,1.1723518851,0.6667,0.3333,39,0.940119760479,0.119760479042,0.971556886228,0.546407185629,0.688622754491,0.273952095808,0.529940312324,0.649562691027,高,高,重点词,False,False,,True,0.0334816113708,0.158295150021,False,False,False,0.52994011976,0.620134730539,重点词,重点词,常规CRITIC+一维KMeans
1165,5963,500635396,9700005700,2.98,2,2,1.49,1,1,0,4,0.294910179641,0.73502994012,0.211826347305,0.40119760479,0.171407185629,0.126122754491,0.51496995657,0.223374610441,高,低,问题词,False,False,,True,0.0185112556168,0.267892930565,False,False,False,0.51497005988,0.227638473054,问题词,问题词,常规CRITIC+一维KMeans
1166,6656,500635396,9700005700,2.09,2,2,1.045,1,1,0,2,0.23502994012,0.467065868263,0.211826347305,0.40119760479,0.171407185629,0.0943113772455,0.351047849726,0.216451837877,低,低,潜力词,False,False,,True,0.145410851228,0.27481570313,False,False,False,0.351047904192,0.219685628743,潜力词,潜力词,常规CRITIC+一维KMeans
1167,232,500635396,9773660250,2235.16,1712,3698,1.30558411215,2.16004672897,0.6848,0.3152,189,0.952095808383,0.631736526946,0.958832335329,0.769461077844,0.663173652695,0.754491017964,0.791916242863,0.792083292709,高,高,重点词,False,False,,True,0.295457541909,0.300815751703,False,False,False,0.791916167665,0.786489520958,重点词,重点词,常规CRITIC+一维KMeans
1168,4514,500635396,9773660250,5.52,2,6,2.76,3,0,1,438,0.42252994012,0.921407185629,0.211826347305,0.852170658683,0.953967065868,0.928143712575,0.671968445772,0.710611567458,高,高,重点词,False,False,,True,0.175509744819,0.219344026451,False,False,False,0.671968562874,0.736526946108,重点词,重点词,常规CRITIC+一维KMeans
1169,6586,500635396,9773660250,4114.5,2439,5984,1.68696186962,2.45346453465,0.6409,0.3591,211,0.966317365269,0.806137724551,0.966317365269,0.799401197605,0.717065868263,0.788173652695,0.886227582509,0.822878532689,高,高,重点词,False,False,,True,0.389768881556,0.331610991683,False,False,False,0.88622754491,0.817739520958,重点词,重点词,常规CRITIC+一维KMeans
1170,3457,500635396,9773660250,13.65,5,11,2.73,2.2,0.25,0.75,187,0.590568862275,0.919910179641,0.400449101796,0.774700598802,0.896706586826,0.750748502994,0.755239443651,0.694217756563,高,高,重点词,False,False,,True,0.258780742698,0.202950215556,False,False,False,0.755239520958,0.705651197605,重点词,重点词,常规CRITIC+一维KMeans
1171,4229,500635396,9773660250,65.11,48,251,1.35645833333,5.22916666667,0.4082,0.5918,254,0.804640718563,0.657934131737,0.812874251497,0.936377245509,0.862275449102,0.832335329341,0.731287459586,0.857562143828,高,高,重点词,False,False,,True,0.234828758633,0.366294602821,False,False,False,0.73128742515,0.860965568862,重点词,重点词,常规CRITIC+一维KMeans
1172,5384,500635396,9773660250,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1173,2,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1174,4,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1175,8,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1176,17,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1177,24,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1178,32,525368335,9811363528,0.8,1,1,0.8,1,1,0,3,0.0714820359281,0.248877245509,0.0815868263473,0.40119760479,0.171407185629,0.112275449102,0.160179599078,0.182534052109,低,低,潜力词,False,False,,True,0.336279101875,0.308733488898,False,False,False,0.160179640719,0.191616766467,潜力词,潜力词,常规CRITIC+一维KMeans
1179,33,525368335,9811363528,183.41,75,149,2.44546666667,1.98666666667,0.7288,0.2712,108,0.876497005988,0.905688622754,0.855538922156,0.73128742515,0.619760479042,0.565868263473,0.891092807519,0.700819872713,高,高,重点词,False,False,,True,0.394634106565,0.209552331707,False,False,False,0.891092814371,0.693113772455,重点词,重点词,常规CRITIC+一维KMeans
1180,41,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1181,47,525368335,9811363528,0.38,1,55,0.38,55,0,1,724,0.0329341317365,0.0587574850299,0.0815868263473,0.999251497006,0.953967065868,0.979790419162,0.0458458023217,0.716079995898,低,高,黄金词,False,False,,True,0.450612898632,0.224812454892,False,False,False,0.0458458083832,0.753648952096,黄金词,黄金词,常规CRITIC+一维KMeans
1182,48,525368335,9811363528,58.58,11,7,5.32545454545,0.636363636364,1,0,43,0.794910179641,0.966317365269,0.567739520958,0.148203592814,0.171407185629,0.294535928144,0.88061373222,0.308256999963,高,低,问题词,False,False,,True,0.384155031267,0.183010541043,False,False,False,0.880613772455,0.295471556886,问题词,问题词,常规CRITIC+一维KMeans
1183,54,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1184,55,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1185,57,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1186,61,525368335,9811363528,6.13,8,11,0.76625,1.375,0.75,0.25,13,0.446107784431,0.226796407186,0.504491017964,0.601796407186,0.591317365269,0.183008982036,0.336452147288,0.479527369552,低,低,潜力词,False,False,,True,0.160006553666,0.011740171454,False,True,True,0.336452095808,0.470153443114,潜力词,潜力词,常规CRITIC+一维KMeans
1187,62,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1188,74,525368335,9811363528,0.73,1,0,0.73,0,0,1,0,0.063622754491,0.201721556886,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.132672123273,0.297623280957,低,低,潜力词,False,False,,True,0.363786577681,0.193644260049,False,False,False,0.132672155689,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
1189,83,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1190,90,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1191,91,525368335,9811363528,36.38,6,2,6.06333333333,0.333333333333,1,0,120,0.745508982036,0.976047904192,0.440119760479,0.0774700598802,0.171407185629,0.615643712575,0.860778388999,0.325653704837,高,低,问题词,False,False,,True,0.364319688045,0.16561383617,False,False,False,0.860778443114,0.326160179641,问题词,问题词,常规CRITIC+一维KMeans
1192,98,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1193,99,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1194,100,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1195,108,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1196,110,525368335,9811363528,1.5,1,1,1.5,1,1,0,120,0.167290419162,0.741017964072,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.454154056945,0.292076747393,低,低,潜力词,False,False,,True,0.0423046440086,0.199190793613,False,False,False,0.454154191617,0.317458832335,潜力词,潜力词,常规CRITIC+一维KMeans
1197,113,525368335,9811363528,1.44,1,1,1.44,1,1,0,9,0.155314371257,0.706586826347,0.0815868263473,0.40119760479,0.171407185629,0.163547904192,0.430950469402,0.193691932595,低,低,潜力词,False,False,,True,0.0655082315521,0.297575608411,False,False,False,0.430950598802,0.20443488024,潜力词,潜力词,常规CRITIC+一维KMeans
1198,120,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1199,121,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1200,122,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1201,143,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1202,144,525368335,9811363528,26.87,6,5,4.47833333333,0.833333333333,1,0,73,0.708083832335,0.957335329341,0.440119760479,0.244386227545,0.171407185629,0.442365269461,0.832709522331,0.324324278609,高,低,问题词,False,False,,True,0.336250821378,0.166943262397,False,False,False,0.832709580838,0.324569610778,问题词,问题词,常规CRITIC+一维KMeans
1203,154,525368335,9811363528,1.48,2,0,0.74,0,0,1,0,0.162799401198,0.205838323353,0.211826347305,0.0265718562874,0.953967065868,0.0310628742515,0.184318852173,0.335450397115,低,低,潜力词,False,False,,True,0.312139848781,0.155817143892,False,False,False,0.184318862275,0.305857035928,潜力词,潜力词,常规CRITIC+一维KMeans
1204,159,525368335,9811363528,1.03,1,1,1.03,1,1,0,3,0.108158682635,0.455464071856,0.0815868263473,0.40119760479,0.171407185629,0.112275449102,0.281811295722,0.182534052109,低,低,潜力词,False,False,,True,0.214647405232,0.308733488898,False,False,False,0.281811377246,0.191616766467,潜力词,潜力词,常规CRITIC+一维KMeans
1205,162,525368335,9811363528,14.99,5,4,2.998,0.8,1,0,62,0.61002994012,0.929640718563,0.400449101796,0.225299401198,0.171407185629,0.388098802395,0.769835254319,0.29683282299,高,低,问题词,False,False,,True,0.273376553365,0.194434718017,False,False,False,0.769835329341,0.296313622754,问题词,问题词,常规CRITIC+一维KMeans
1206,172,525368335,9811363528,0.95,1,1,0.95,1,1,0,3,0.0976796407186,0.387350299401,0.0815868263473,0.40119760479,0.171407185629,0.112275449102,0.242514902065,0.182534052109,低,低,潜力词,False,False,,True,0.253943798888,0.308733488898,False,False,False,0.24251497006,0.191616766467,潜力词,潜力词,常规CRITIC+一维KMeans
1207,173,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1208,178,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1209,181,525368335,9811363528,165.4,49,72,3.37551020408,1.4693877551,0.6875,0.3125,134,0.868263473054,0.940119760479,0.815868263473,0.619011976048,0.661676646707,0.667664670659,0.9041915999,0.69846483325,高,高,重点词,False,False,,True,0.407732898946,0.207197292244,False,False,False,0.904191616766,0.691055389222,重点词,重点词,常规CRITIC+一维KMeans
1210,190,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1211,202,525368335,9811363528,6.04,7,6,0.862857142857,0.857142857143,0.8,0.2,87,0.442365269461,0.313997005988,0.47380239521,0.256736526946,0.529565868263,0.501497005988,0.378181167857,0.447798382615,低,低,潜力词,False,False,,True,0.118277533097,0.0434691583911,False,False,False,0.378181137725,0.440400449102,潜力词,潜力词,常规CRITIC+一维KMeans
1212,206,525368335,9811363528,122.53,26,38,4.71269230769,1.46153846154,0.8125,0.1875,93,0.84880239521,0.958832335329,0.729041916168,0.617140718563,0.515718562874,0.519086826347,0.903817339442,0.600514694876,高,高,重点词,False,False,,True,0.407358638488,0.10924715387,False,False,False,0.903817365269,0.595247005988,重点词,重点词,常规CRITIC+一维KMeans
1213,213,525368335,9811363528,1.1,1,1,1.1,1,1,0,1,0.113398203593,0.496631736527,0.0815868263473,0.40119760479,0.171407185629,0.0737275449102,0.305014880103,0.174145280648,低,低,潜力词,False,False,,True,0.191443820851,0.317122260358,False,False,False,0.30501497006,0.181979790419,潜力词,潜力词,常规CRITIC+一维KMeans
1214,217,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1215,229,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1216,231,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1217,235,525368335,9811363528,1.29,1,1,1.29,1,1,0,2,0.137350299401,0.618263473054,0.0815868263473,0.40119760479,0.171407185629,0.0943113772455,0.377806773342,0.178624721719,低,低,潜力词,False,False,,True,0.118651927611,0.312642819287,False,False,False,0.377806886228,0.187125748503,潜力词,潜力词,常规CRITIC+一维KMeans
1218,247,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1219,257,525368335,9811363528,3.48,3,16,1.16,5.33333333333,0.3333,0.6667,794,0.319236526946,0.541916167665,0.294161676647,0.941616766467,0.883607784431,0.983532934132,0.430576295036,0.746796162842,低,高,黄金词,False,False,,True,0.0658824059181,0.255528621835,False,False,False,0.430576347305,0.775729790419,黄金词,黄金词,常规CRITIC+一维KMeans
1220,263,525368335,9811363528,1.31,2,2,0.655,1,1,0,15,0.141467065868,0.15494011976,0.211826347305,0.40119760479,0.171407185629,0.190868263473,0.148203589652,0.23746448872,低,低,潜力词,False,False,,True,0.348255111302,0.253803052287,False,False,False,0.148203592814,0.243824850299,潜力词,潜力词,常规CRITIC+一维KMeans
1221,265,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1222,268,525368335,9811363528,10.55,14,8,0.753571428571,0.571428571429,0.8571,0.1429,78,0.545658682635,0.219311377246,0.619760479042,0.131736526946,0.457709580838,0.462949101796,0.382485106544,0.434870581645,低,低,潜力词,False,False,,True,0.11397359441,0.056396959361,False,False,False,0.38248502994,0.418038922156,潜力词,潜力词,常规CRITIC+一维KMeans
1223,269,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1224,270,525368335,9811363528,263.36,50,167,5.2672,3.34,0.6512,0.3488,163,0.89371257485,0.964820359281,0.818488023952,0.86751497006,0.712574850299,0.713323353293,0.929266450375,0.777268593097,高,高,重点词,False,False,,True,0.432807749421,0.28600105209,False,False,False,0.929266467066,0.777975299401,重点词,重点词,常规CRITIC+一维KMeans
1225,273,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1226,276,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1227,290,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1228,295,525368335,9811363528,2.99,4,4,0.7475,1,0.6667,0.3333,8,0.295658682635,0.212574850299,0.354416167665,0.40119760479,0.688622754491,0.157934131737,0.254116785969,0.41342254517,低,低,潜力词,False,False,,True,0.242341914984,0.0778449958363,False,False,False,0.254116766467,0.400542664671,潜力词,潜力词,常规CRITIC+一维KMeans
1229,303,525368335,9811363528,1.3,2,2,0.65,1,1,0,62,0.13997005988,0.15119760479,0.211826347305,0.40119760479,0.171407185629,0.388098802395,0.1455838297,0.280385678619,低,低,潜力词,False,False,,True,0.350874871254,0.210881862387,False,False,False,0.145583832335,0.29313248503,潜力词,潜力词,常规CRITIC+一维KMeans
1230,307,525368335,9811363528,7.98,7,39,1.14,5.57142857143,0.6667,0.3333,946,0.497005988024,0.527694610778,0.47380239521,0.947604790419,0.688622754491,0.987275449102,0.512350292198,0.747667418755,高,高,重点词,False,False,,True,0.015891591244,0.256399877749,True,False,True,0.512350299401,0.774326347305,重点词,重点词,常规CRITIC+一维KMeans
1231,317,525368335,9811363528,5.17,5,2,1.034,0.4,1,0,2,0.40494011976,0.458832335329,0.400449101796,0.0868263473054,0.171407185629,0.0943113772455,0.431886214895,0.202718826269,低,低,潜力词,False,False,,True,0.0645724860589,0.288548714738,False,False,False,0.431886227545,0.188248502994,潜力词,潜力词,常规CRITIC+一维KMeans
1232,332,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1233,362,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1234,363,525368335,9811363528,1.21,1,9,1.21,9,0,1,187,0.124251497006,0.568113772455,0.0815868263473,0.980913173653,0.953967065868,0.750748502994,0.346182530542,0.662239201967,低,高,黄金词,False,False,,True,0.150276170411,0.17097166096,False,False,False,0.346182634731,0.691803892216,黄金词,黄金词,常规CRITIC+一维KMeans
1235,367,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1236,377,525368335,9811363528,2.08,2,1,1.04,0.5,1,0,120,0.233532934132,0.462574850299,0.211826347305,0.109281437126,0.171407185629,0.615643712575,0.348053838452,0.266280832028,低,低,潜力词,False,False,,True,0.148404862501,0.224986708979,False,False,False,0.348053892216,0.277039670659,潜力词,潜力词,常规CRITIC+一维KMeans
1237,378,525368335,9811363528,0.59,1,0,0.59,0,0,1,0,0.0490269461078,0.125748502994,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.087387706542,0.297623280957,低,低,潜力词,False,False,,True,0.409070994412,0.193644260049,False,False,False,0.0873877245509,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
1238,386,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1239,396,525368335,9811363528,4,8,5,0.5,0.625,0.75,0.25,132,0.347305389222,0.0924401197605,0.504491017964,0.145583832335,0.591317365269,0.664296407186,0.219872814316,0.484833467482,低,低,潜力词,False,False,,True,0.276585886638,0.00643407352488,False,True,True,0.219872754491,0.476422155689,潜力词,潜力词,常规CRITIC+一维KMeans
1240,408,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1241,424,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1242,432,525368335,9811363528,2.08,3,0,0.693333333333,0,0,1,0,0.233532934132,0.182634730539,0.294161676647,0.0265718562874,0.953967065868,0.0310628742515,0.208083844283,0.359364091237,低,低,潜力词,False,False,,True,0.288374856671,0.131903449769,False,False,False,0.208083832335,0.326440868263,潜力词,潜力词,常规CRITIC+一维KMeans
1243,433,525368335,9811363528,438.82,72,332,6.09472222222,4.61111111111,0.4746,0.5254,375,0.909431137725,0.97754491018,0.851796407186,0.911676646707,0.846556886228,0.905688622754,0.943488007964,0.875139709403,高,高,重点词,False,False,,True,0.44702930701,0.383872168397,False,False,False,0.943488023952,0.878929640719,重点词,重点词,常规CRITIC+一维KMeans
1244,435,525368335,9811363528,0.7,1,0,0.7,0,0,1,0,0.0591317365269,0.184880239521,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.122005958507,0.297623280957,低,低,潜力词,False,False,,True,0.374452742447,0.193644260049,False,False,False,0.122005988024,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
1245,444,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1246,451,525368335,9811363528,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
1247,461,525368335,9811363528,13.69,13,8,1.05307692308,0.615384615385,1,0,101,0.593562874251,0.472305389222,0.605164670659,0.14371257485,0.171407185629,0.549026946108,0.532934160199,0.373530225574,高,低,问题词,False,False,,True,0.0364754592458,0.117737315432,False,False,False,0.532934131737,0.367327844311,问题词,问题词,常规CRITIC+一维KMeans
1248,469,525368335,9811363528,124.59,25,119,4.9836,4.76,0.7143,0.2857,438,0.850299401198,0.961077844311,0.720808383234,0.919161676647,0.636976047904,0.928143712575,0.905688596751,0.786190530331,高,高,重点词,False,False,,True,0.409229895798,0.294922989325,False,False,False,0.905688622754,0.80127245509,重点词,重点词,常规CRITIC+一维KMeans
